,tweetid,user,content,date,lang,sentiment
702,813073880818524160,796707677346742272,Jamás pensé que el momento en que me tocara dar obsequios a quienes amo sería tan gratificante. Sus sonrisas lo valieron todo,Sun Dec 25 17:28:14 +0000 2016,es,P
705,813134058351972352,215491878,Q lindo y agradable detalle Se ve q me conoces algo,Sun Dec 25 21:27:21 +0000 2016,es,P
711,813529135905652736,808152989865283584,@estoesguerra_tv esto es guerra es el mejor reality,Mon Dec 26 23:37:15 +0000 2016,es,P
713,813378665559957504,2444479285,Nada mejor que pasar ocho horas del día viéndola sonreír,Mon Dec 26 13:39:20 +0000 2016,es,P
721,813595352125341696,350067417,"Me largo de esta red social por unos días, hasta que encuentre paz",Tue Dec 27 04:00:22 +0000 2016,es,N
724,813590524796030976,340472290,@valejandralb el pueblo crema está feliz con lo de Vento!,Tue Dec 27 03:41:11 +0000 2016,es,P
726,813565467692593152,236890851,y el video de la campaña de este año del juego fue muy bueno pero no lo tengo,Tue Dec 27 02:01:37 +0000 2016,es,P
730,813495892439343104,246041249,@Cirribarren1924 @saravia_caro @rodobarriosayon No puedo ver esas mariconadas.,Mon Dec 26 21:25:09 +0000 2016,es,N
731,813546223567310853,1068330698,Lo increíblemente rapido que se ha esfumado mi dinero y todavía falta año nuevo.,Tue Dec 27 00:45:09 +0000 2016,es,N
733,813891191347544064,919280917,Feo es estar enfermo con gripe a esta alta temperatura de tarapoto,Tue Dec 27 23:35:56 +0000 2016,es,N
736,813808582869270529,195948547,2016 por qué simplemente no te vas de una buena vez,Tue Dec 27 18:07:40 +0000 2016,es,N
737,813932945224429568,277318489,"Lo peor es q las chicas piensan q es chiste, claro como no es chongo de ellas fresh, yo cargo con todo",Wed Dec 28 02:21:50 +0000 2016,es,N
741,813945456363442176,801899193497423877,@MrGaryGamingYT eres el putisimo amo v:,Wed Dec 28 03:11:33 +0000 2016,es,P
743,813847154976387072,36978773,@ximealomia @RPPNoticias @Radio_Oxigeno la que acabo de poner es peor,Tue Dec 27 20:40:56 +0000 2016,es,N
745,813982933648375808,143890905,La operación de Carmen me tiene muy triste,Wed Dec 28 05:40:29 +0000 2016,es,N
746,813972685642469376,163252756,Ahora que soy @bitelperu todo es más bonito.,Wed Dec 28 04:59:45 +0000 2016,es,P
747,813967100633055232,2681446296,"Todo el dia esperando llegar a casa y comer helado casero, pata encontrarme sin luz y el helado hecho agua putamadreeeeeee",Wed Dec 28 04:37:34 +0000 2016,es,N
748,813963178975428608,92863147,"Amigos la depilación con hilo DUELE COMO MIERDA, soy demasiado marica para esas cosas de mujeres",Wed Dec 28 04:21:59 +0000 2016,es,N
749,813958893059637249,1426947086,Acampar es de mis actividades más favoritas del mundo mundial,Wed Dec 28 04:04:57 +0000 2016,es,P
750,813876712668856320,211391868,Acabo de ver a Aldo en Plaza. Que churro es ese chico. Es lo único que voy a extrañar del trabajo,Tue Dec 27 22:38:24 +0000 2016,es,P
752,814004842184196097,783607107438469120,a mi mejor amiga no le gusta el ceviche ni los makis y me siento frustrada porque no podemos ser BUENAS mejores amigas,Wed Dec 28 07:07:32 +0000 2016,es,N
755,812462214636445696,455289348,Que bonita tarde noche de regalos,Sat Dec 24 00:57:41 +0000 2016,es,P
758,812512384170344448,1209756788,"@SparkGuns @JuanetedeLolo Cuando sea mayor de edad y mi viejo me deje tomar con adultos, jajajajajajajaja",Sat Dec 24 04:17:02 +0000 2016,es,P
760,812167244771971072,1177123172,Fue un buen momento en familia,Fri Dec 23 05:25:35 +0000 2016,es,P
762,812160262761394177,211391868,El bolso que le he comprado está hermosooo! Me lo quiero quedar,Fri Dec 23 04:57:50 +0000 2016,es,P
763,812527126175973377,796707677346742272,"No tener sueño e ir a molestar a mis hermanas a su cuarto. Hoy nos quedamos hablando hasta el amanecer, ya la vi",Sat Dec 24 05:15:37 +0000 2016,es,N
765,812136526868074496,362518400,@zinoscrew por que piscis al ultimo porq,Fri Dec 23 03:23:31 +0000 2016,es,N
766,812156037729878016,481395812,"El porno es motivación, no lo pueden prohibir",Fri Dec 23 04:41:03 +0000 2016,es,P
767,812161568326684672,150954783,"@emy_9810 jajajaja ya con menos carga es mejor , relajas mas",Fri Dec 23 05:03:01 +0000 2016,es,P
768,812151368689577984,200225717,@Kyarahidalgo la triste historia de mi vida,Fri Dec 23 04:22:29 +0000 2016,es,N
769,812192750942744576,105782331,Hoy no es un buen día para mi,Fri Dec 23 07:06:56 +0000 2016,es,N
772,812622395865464833,407126009,"Buenos días, esta noche es noche buena, Feliz navidad para todos",Sat Dec 24 11:34:11 +0000 2016,es,P
774,812667210581872640,211391868,Es increíble que ahora entro a wpp solo para el trabajo,Sat Dec 24 14:32:16 +0000 2016,es,P
776,812892699326025728,128353868,Cómo me desean feliz navidad si trabajo en 3 horas (?),Sun Dec 25 05:28:16 +0000 2016,es,N
777,812573349033480192,1027006398,La ex de mi hno es una hereje y comparte el meme profano de @jitanjafora_,Sat Dec 24 08:19:17 +0000 2016,es,N
778,812787252887687168,383532170,extraño cantar todas las de @CNCOmusic con esta estupida @99Allison11,Sat Dec 24 22:29:16 +0000 2016,es,N
780,812836827061252096,250482306,@hebelcm Jajajaja te haré escuchar mejores frases,Sun Dec 25 01:46:16 +0000 2016,es,P
784,812805009238794240,247977200,@WhiteLither Feliz Navidad Felino!!! Jaja! Saludos y abrazos a la familia!,Sat Dec 24 23:39:50 +0000 2016,es,P
785,812952165006381057,462619915,Lo bueno de esta Navidad es que la pase junto a JC y mi mamá lo conoció en persona,Sun Dec 25 09:24:34 +0000 2016,es,P
786,814164609141608448,3350876285,3 dias para año nuevo y pierdo todo,Wed Dec 28 17:42:23 +0000 2016,es,N
790,814168155564097536,3350876285,La ptm no supero lo de ayer Mi año nuevo se fue a la mrd,Wed Dec 28 17:56:29 +0000 2016,es,N
792,814130503158734848,752532420,"La tierra del olvido es una bonita canción, pero cuando la pienso Iquitos sería la tierra olvidada porque seguimos tantos años hasta las",Wed Dec 28 15:26:52 +0000 2016,es,N
793,814130089952563203,386092161,He subido 3 kilos OMG !!!! Son los resultados de la navidad,Wed Dec 28 15:25:13 +0000 2016,es,N
794,814195411938381826,609977261,"@RecuerdosPeru sus valores ""procatolicos"" no concuerdan con su evidente machismo",Wed Dec 28 19:44:47 +0000 2016,es,N
797,810151450219282432,787841463379951619,"Maldito gordo, creación de coca cola :v #feliznavidad",Sat Dec 17 15:55:32 +0000 2016,es,N
798,810157043462078464,2865943228,@elrifle @JessicaSolano la costra me da cosas. Pero qué lindo por la enfermerita.,Sat Dec 17 16:17:45 +0000 2016,es,N
799,810156331898433541,764648989589471232,"Estomago perdón por las mariposas Almohada perdón por las lagrimas Corazón perdón por las lagrimas Cerebro, tenias razón",Sat Dec 17 16:14:56 +0000 2016,es,N
802,810167084726550528,3362845965,#LaPoderosaKeiko solo puede tener poder en el 4to país más ignorante del mundo: Perú,Sat Dec 17 16:57:39 +0000 2016,es,N
804,809974920918814721,56914588,DEMASIADO buena la nota de @ELSEIJITAS - reviví mi niñes y adolescencia con esos comerciales y series en edición navideña #LaBatería,Sat Dec 17 04:14:04 +0000 2016,es,P
805,810003665327157248,509122628,Lo único malo de salir sin maquillaje es que no te mancho con mi labial,Sat Dec 17 06:08:17 +0000 2016,es,N
807,809987779874721792,56914588,DEMASIADO buena la nota de @ELSEIJITAS - reviví mi niñez y adolescencia con esos comerciales y series en edición navideña #LaBatería,Sat Dec 17 05:05:10 +0000 2016,es,P
808,810006087764180993,103035984,"@JJNL21 siii a estar asustada, pero son horribles estos dolores ni modo",Sat Dec 17 06:17:55 +0000 2016,es,N
809,809998262782533632,2828997599,@AntuanetGalvez have fun Antu! Los mejores deseos,Sat Dec 17 05:46:49 +0000 2016,es,P
810,808989041744084992,57698319,Y ya no sé si soy Kaf o la mujer llena de puntos rojos Esto ya no me gusta,Wed Dec 14 10:56:32 +0000 2016,es,N
811,808988731478863872,599653674,Tengamos un día lleno de magia y lindos momentos,Wed Dec 14 10:55:18 +0000 2016,es,P
812,809940935274627077,330480478,Que lindo día el de hoy,Sat Dec 17 01:59:01 +0000 2016,es,P
816,813399298729775105,241590883,"Desesperada estoy, trabajaré en cualquier cosa",Mon Dec 26 15:01:19 +0000 2016,es,N
819,813248768300740608,129580493,"se acaba el 2016 y con él, el internet gratis de movistar 4G",Mon Dec 26 05:03:10 +0000 2016,es,N
820,813220399177666561,1068330698,"Antes de dormir quiero decir que fue una Navidad muy pero muy linda, estoy feliz. Buenas noches",Mon Dec 26 03:10:26 +0000 2016,es,P
821,813213663989530624,816550068,"@vivianarojasv feliz navidad Vivi, que lo hayas pasado bonito con todos tus seres queridos",Mon Dec 26 02:43:40 +0000 2016,es,P
823,813396609815953410,1308433784,@carlonchodemoda buena fotito people un abrazo hacen un buen programa,Mon Dec 26 14:50:38 +0000 2016,es,P
828,813029330309640193,377644616,"@Lourdessipion osea yo no tuve feliz navidad, porque dormido desde las 11 hasta hace un ratito",Sun Dec 25 14:31:12 +0000 2016,es,N
830,812336738408534016,2227191612,Como me pude negar subir a un bmw deportivo,Fri Dec 23 16:39:05 +0000 2016,es,N
833,811999146165108736,3127575525,Hoy pasaremos una hermosa tarde con ellos #ShowNavidad #CasaHogarMamáVictoria,Thu Dec 22 18:17:37 +0000 2016,es,P
834,811965499445772288,475473929,@MathiasBrivio que espanto! Algo más debe tener esa Agua estoy segura,Thu Dec 22 16:03:55 +0000 2016,es,N
843,812708767196413952,359678751,"Amigos, acabo de comer relleno es la cosa más deliciosa del mundo mundial ️️️️",Sat Dec 24 17:17:24 +0000 2016,es,P
849,811165886358888450,2793029074,@Danaloby Gente como tu mediocres y matoncitos. Que se puede esperar de los fujiratas.,Tue Dec 20 11:06:32 +0000 2016,es,N
851,811319425085407233,621117355,Ustedes siempre han sido lo más bonito de mi año. Anita y Amaya,Tue Dec 20 21:16:39 +0000 2016,es,P
852,811340302518775813,88703614,No hay mayores problemas dice vocero Lewin Mejía sobre amago de incendio... es un centro comercial no una bodega @hudwalker @canalN_,Tue Dec 20 22:39:36 +0000 2016,es,N
853,811215282601652224,363459359,Ser el villano de la película es lo mejor,Tue Dec 20 14:22:49 +0000 2016,es,P
860,811245654320316417,84945151,¿Habrá algo peor que no traer los audífonos a la chamba? Estoy muriendo lentamente,Tue Dec 20 16:23:30 +0000 2016,es,N
862,811261087576424448,728065524333195264,Lo peor que puede existir es decepcionar a alguien que quieres,Tue Dec 20 17:24:50 +0000 2016,es,N
866,814993572986355712,120829043,"Se acaba un buen año, y va empezar uno mejor, siempre con la.bendición de Dios",Sat Dec 31 00:36:24 +0000 2016,es,P
868,815192223394340864,247912779,"Este día sera, muy pero muy largo ..",Sat Dec 31 13:45:46 +0000 2016,es,N
871,815187711627694080,211391868,"Por quedarme dormida, me perdí el feeling del momento",Sat Dec 31 13:27:50 +0000 2016,es,N
875,815182704023048192,330480478,"El último día de trabajo, al fin",Sat Dec 31 13:07:56 +0000 2016,es,P
876,815129885815533569,215491878,Q reviente es ese #Dmitri A mal tiempo Buena cara Lo q hace la felicidad,Sat Dec 31 09:38:03 +0000 2016,es,P
879,814483390816612352,194750186,"Un 'te quiero preciso y sincero, qué más para decir que el año no termina mal",Thu Dec 29 14:49:07 +0000 2016,es,P
882,814245984821776388,367452499,"@PierinaMz Los más buenazos, son los medio gruesitos y cortados de forma vertical. Según yo.",Wed Dec 28 23:05:45 +0000 2016,es,P
885,814692436744294400,116807752,@camilacabello97 siempre junto a ti espero verte en peru denuevo como solista,Fri Dec 30 04:39:47 +0000 2016,es,P
890,814647227809406976,190051406,Pero tambien ha sido el año en el cual mas he viajado y conocido personas excelentes,Fri Dec 30 01:40:09 +0000 2016,es,P
892,816063880321531905,280686132,@ConsejodePata lcp te da solo una galleta rellenita de 30 céntimos y un vasito de cifrut,Mon Jan 02 23:29:25 +0000 2017,es,N
895,816054586528112641,19729967,@umbral2005 si pero la verdad que función de chistes del que chancó a mi familiar no creo que haga mucha gracia.,Mon Jan 02 22:52:29 +0000 2017,es,N
897,815940137091792896,2518606071,"@_josejones recién me levanto, es un día muy bonito sin sol",Mon Jan 02 15:17:42 +0000 2017,es,P
899,816003645019947009,37931982,@AlissonAyala que lindo saberte. Un abrazote! Feluz 2017,Mon Jan 02 19:30:04 +0000 2017,es,P
902,814560685963247620,131080956,"@marialeege en inter encuentras de todas las formas, pon piscinas empotradas u enterradas y ya está",Thu Dec 29 19:56:15 +0000 2016,es,P
903,814342472952320000,481395812,Mi hermano está templadaso y se me hace tan lindo,Thu Dec 29 05:29:09 +0000 2016,es,P
907,814269981961633792,1957700466,"@Debbiesape Falta que te acostumbres más seguro p, salir de día es un suicidio",Thu Dec 29 00:41:06 +0000 2016,es,N
908,814579029319811072,367452499,"@IkebanaBlossom Yo, he probado con pisco, y buenazo tmb, ah.",Thu Dec 29 21:09:09 +0000 2016,es,P
909,814602198642552832,196781337,"Maldito maduro mil veces, por su culpa tuve que salir del país y alejarme de ella",Thu Dec 29 22:41:13 +0000 2016,es,N
913,815273007971180547,91035261,No es posible que justo hoy me sienta enferma.,Sat Dec 31 19:06:46 +0000 2016,es,N
914,815353683932221440,632574590,"Estoy seguro de que todo va a salir bien, suerte viejita",Sun Jan 01 00:27:21 +0000 2017,es,P
916,815307271609708544,421615788,Me muero de sueño. Es demasiado tiempo sentada,Sat Dec 31 21:22:55 +0000 2016,es,N
917,815410895333584896,998039726,Me daré el abrazo de fin de año sola o khé? por qué se demoran tanto,Sun Jan 01 04:14:41 +0000 2017,es,N
918,815258091952467968,160162379,"Hago un favor y me reclaman y quejan, clásico",Sat Dec 31 18:07:30 +0000 2016,es,N
919,814958162994401280,163252756,Hoy soñé que @wendyvasquezl era mi profe de actuación y fui extremadamente feliz.,Fri Dec 30 22:15:41 +0000 2016,es,P
920,814945032096649217,568633693,Amo los vestidos largos y los enterizos,Fri Dec 30 21:23:31 +0000 2016,es,P
921,814940799897051138,160162379,"Somos los únicos webones que siguen trabajando, ya todos se fueron",Fri Dec 30 21:06:42 +0000 2016,es,N
922,814919192235405312,48575182,Aun en la oficina...que triste mi vida,Fri Dec 30 19:40:50 +0000 2016,es,N
924,814929474974351368,373421428,"Como cuando te sientes fea, gorda y sin plata",Fri Dec 30 20:21:42 +0000 2016,es,N
926,814641858378919937,3025722299,@5nfidente No. Era sad y soy bien marica con esas cosas.,Fri Dec 30 01:18:49 +0000 2016,es,N
928,814717434737360896,357340230,"No puedo dormir, lo malo de dormir Por la tarde",Fri Dec 30 06:19:07 +0000 2016,es,N
929,814635108657463304,998039726,Él es un claro ejemplo de pendejo.,Fri Dec 30 00:51:59 +0000 2016,es,N
937,813715684312154116,770853570,El apagón de ayer mas mi estado alucinógeno = La guerra de los mundos,Tue Dec 27 11:58:31 +0000 2016,es,N
939,813627444850737152,163252756,Nunca me había dormido tanto en una película de timburton que raro,Tue Dec 27 06:07:53 +0000 2016,es,N
940,812398630137012224,387404397,@DavidJeffer06 Ay! Esas medias tan lindas,Fri Dec 23 20:45:01 +0000 2016,es,P
942,817738385754308612,367452499,"@DraMonicaAF Pero, baby. Todos merecemos una oportunimándaloalamierda.",Sat Jan 07 14:23:18 +0000 2017,es,N
943,817952421326393344,2962457649,"Decepcionado , este dolor ya lo tengo acostumbrado",Sun Jan 08 04:33:48 +0000 2017,es,N
945,817766937555939328,528054096,Me sancocho csm si las van tendrían ventana todo seria mejor,Sat Jan 07 16:16:45 +0000 2017,es,N
947,817786219560058880,1128868230,"Ahora sí conejito, llámala y mándala a la mierda de mi parte",Sat Jan 07 17:33:23 +0000 2017,es,N
948,816999997220802560,7063882,Sacaron Gilda de cartelera Odio la cartelera peruana.,Thu Jan 05 13:29:13 +0000 2017,es,N
950,817071405040865281,92863147,"Mal momento para tomar café caliente, no dejo de sudar, coño",Thu Jan 05 18:12:58 +0000 2017,es,N
953,816382826547269633,3541092917,"Que histérico es la bestia, pobre bella",Tue Jan 03 20:36:48 +0000 2017,es,N
959,818143683417690113,260432595,Es criminal que me hagan caminar tanto hoy,Sun Jan 08 17:13:49 +0000 2017,es,N
960,817810105383157760,125469906,@discolocontilde tanto así? en claro no hay cobertura por mi casa,Sat Jan 07 19:08:17 +0000 2017,es,N
961,818130147366813696,105705498,"Terminarán odiándome, como casi todos los padres que me conocen",Sun Jan 08 16:20:01 +0000 2017,es,N
0,769672659793801216,560455070,"Así te paguen bien... Si es a última hora... No se podrá... Y hoy me tocó servir, no es con pago económico, pero el pago me lo da el Rey",Sat Aug 27 23:07:16 +0000 2016,es,N
2,775046786134241280,50862843,"Buen resumen de mi vida amorosa. - Lo he amado por años. - Cásate con él, pé. - AJ, NO. No estoy para mantener a nadie. Que no joda.",Sun Sep 11 19:02:08 +0000 2016,es,N
5,757287355556302848,130182806,"Dicen q lo bueno dura poco Aveces pienso q es así y me pone triste,pero recuerdo q mas triste es fijarse en alguien q no se lo merece",Sun Jul 24 18:52:29 +0000 2016,es,N
7,763040586395975680,1107894306,"Ósea les juro por mi vida que estoy en el lugar más caro del mundo en el aereopuerto. 7.50 un café, 18.00 un Sandwich y 12.00 un batido",Tue Aug 09 15:53:47 +0000 2016,es,N
9,765145649482465280,1260925016,"Y comenzó el día mas amado y esperado ja ja! ""Lunes"" a comenzar con los dos pies bien puestos en la tierra. Así que adelante!!.",Mon Aug 15 11:18:33 +0000 2016,es,N
16,769180856518864896,45479587,Hoy en el micro a una chica se le cayó su celu y el cobrador y una chica gritando de quien era. Lo bueno es que nadie se lo quedó,Fri Aug 26 14:33:01 +0000 2016,es,P
17,778675524008808448,56914588,¡Mi @Isoor_! Extraño tus tuis y TT Aquí jodida con cel de reemplazo - cuento los días para q me den MI equipo y volver a tuitear a full.,Wed Sep 21 19:21:26 +0000 2016,es,N
21,784060086159282176,770853570,"Que lindo es tener a la viejita en casa, la extrañé en toda sus formas, desde los gritos por el desorden, hasta su sazón en la comida",Thu Oct 06 15:57:46 +0000 2016,es,P
22,784950494712238080,1592229630,"Estoy arta de que todos digan ay si es bien difícil, ay si es bien sacrificada, ay si tienes que estudiar, ay si se van a la mierda?",Sun Oct 09 02:55:56 +0000 2016,es,N
29,782056091878354944,44719182,"No, la verdad es que no sé qué haré por el cumpleaños de Yixing. O sea, ¿han visto todo lo que hacen las xingmis? Son muy lindas",Sat Oct 01 03:14:36 +0000 2016,es,P
33,789104159438036993,91648426,Vida? Dormir? Que es eso? Terminé a las 4 mis traducciones y ya tengo que ir al estudio por más Y dicen que traducción es fácil JA JA JA,Thu Oct 20 14:01:07 +0000 2016,es,N
35,790619931591188480,141837994,@MichelleMarti20 es un amor viste el nuevo ep ¿¿¿ solo he visto el preview del ep de mañana y matan a la amiga de haesoo a pesar,Mon Oct 24 18:24:15 +0000 2016,es,P
36,786791628270735361,759585997,"mañana es viernes otra vez, estoy nerviosa por que no sé como me voy a sentir con lo de ukai me voy a poner triste a cada rato",Fri Oct 14 04:51:56 +0000 2016,es,N
43,796054860302983168,53311422,"@joseedays aww!! Gracias!!!! Muaaaaaaaaaak!!!! No me gusta el sol y estoy en plena auditoría, pero la estoy pasando genial … Muak!",Tue Nov 08 18:20:43 +0000 2016,es,P
44,797987967151112192,149745531,"Y hoy, que salir de la cama era lo último que quería hacer, nos fuimos de paseo a La Punta valió la pena no quedarse en casa!",Mon Nov 14 02:22:11 +0000 2016,es,P
45,800115163919683584,91882154,"Me he guardado desde el jueves para salir hoy... y mi mejor amiga me dice: me vino la regla, no la hago. La odio por perra!",Sat Nov 19 23:14:55 +0000 2016,es,N
47,798615555263569920,3189509931,"Mario si me dio pena con esta frase: ""Se que hoy en dia es muy dificil q una chica se acerque a mi"" jajajaja SOLTERA REMIX EN AL AIRE",Tue Nov 15 19:56:00 +0000 2016,es,N
55,804225247461470208,7666912,Dios no levante la campaña me van a colgar. Ah claro igual no me envían las entradas y ya me estoy por ir  joder ejecutiva ctv,Thu Dec 01 07:26:55 +0000 2016,es,N
56,804903069360287744,400493360,¿Quién va a querer a un tipo que llega a su casa a las 12 de la noche a su casa 5 veces por semana? ¿Y que no tiene findes ni feriados?,Sat Dec 03 04:20:20 +0000 2016,es,N
57,805982827808489472,54100289,A quien no le ha pasado que se pone depre porque extraña a su madre o su padre. Vivi solo 18 años a su lado siento que deseo más tiempo,Tue Dec 06 03:50:55 +0000 2016,es,N
58,803290850419757056,73730388,"Kekito ya sabe decir ""mono"", ""vaca"", ""oso"" y yo aún no termino de hacer el marco teórico de mi tesis. Ah, y #SeVieneElQuino",Mon Nov 28 17:33:57 +0000 2016,es,N
59,802586342714548225,719692056738865152,"Hoy estoy muy feliz! Podre subir videos de nuevo, mi grabador ya no me da error Volvere con todo y con un super evento por los 1000",Sat Nov 26 18:54:30 +0000 2016,es,P
60,802726139131142145,1282075148,"Aunque aún no te lo creas, déjame decirte que eres hermosa. Aunque aparentes ser muy orgullosa, sé muy bien que tu amor es puro.",Sun Nov 27 04:10:00 +0000 2016,es,P
64,801267803453915136,138976970,"Ahorita estaria en Cañete, luego ica, huacho, Arequipa, cuzco, etc. Tmr es cierto cuando dicen ""si el tren pasas, tienes que cogerlo""",Wed Nov 23 03:35:05 +0000 2016,es,N
65,806367998101585920,871036573,"l'amour no estará de mi lado y ya hace buen tiempo, pero me llena de calorcito lindo de felicidad ver a mis amigas felices, amando.",Wed Dec 07 05:21:26 +0000 2016,es,P
66,807467900357529600,528054096,"Hace 1 año recibí la peor noticia de mi vida, que mi sobrina mi hija ya no iba a estar mas en este mundo y que pasaría a ser mi Angelita",Sat Dec 10 06:12:04 +0000 2016,es,N
67,807171625431027712,2618829887,"@adricordva pero y que pasa con ""todo lo puedo en cristo que me fortalece"" ""solo Dios le da batallas a los fuertes"" nada de eso? jajajaja",Fri Dec 09 10:34:46 +0000 2016,es,N
70,796828749488590848,401674060,"Super Junior es un escape a todas las cosas malas que pasan en mi vida, es por eso que al apoyarlos no lo veo como una obligación",Thu Nov 10 21:35:52 +0000 2016,es,P
71,796880906111815680,93228495,Putamare!!.. El tío gritó el gol en mi oído estando en el metropolitano!!.. Y lo peor es que yo asustado grité como jerma!!.. Quemadazo!,Fri Nov 11 01:03:08 +0000 2016,es,N
75,808728900197027840,619396846,@guillevaldes como siempre impecable Guille,Tue Dec 13 17:42:49 +0000 2016,es,P
79,809838306825355264,3350876285,"Se acabó todo, tantas anécdotas que quedarán en el recuerdo ... no me gusta llorar frente a la gente, ahora que estoy solo imaginense",Fri Dec 16 19:11:13 +0000 2016,es,N
80,809914023584141313,42785312,"Estoy sin palabras, mi corazón esta triste, recién hace unas horas me entere que Chalena Vásquez partió de este mundo, no me lo creo aún.",Sat Dec 17 00:12:05 +0000 2016,es,N
81,809795932023910404,200333457,@roxy_peru @AlejandroSanz @Ritmo_Romantica que buena noticia Roxi,Fri Dec 16 16:22:50 +0000 2016,es,P
83,798380874098216961,90475043,lo que mas me rompe el corazón es cuando el 76 saca su campo biótico para curar a todo el mundo y luego reaper llega cuando ya se acabó,Tue Nov 15 04:23:28 +0000 2016,es,N
84,801479513838391296,391126906,Yeihhh de nuevo aqui #AlianzaFrancesa,Wed Nov 23 17:36:21 +0000 2016,es,P
85,800490925952598016,1347791492,"estar en tumblr/ we heart it, el internet en general es tan frustrante porque veo arte tan hermoso y siento q lo que yo hago es tan",Mon Nov 21 00:08:03 +0000 2016,es,N
86,800384449779142656,36978773,"Fue un bonito fin de semana cumpleañero : amigos, familia, torta, comida rica, juegos de mesa y muchas risas. Me siento bendecido y feliz",Sun Nov 20 17:04:57 +0000 2016,es,P
90,802155112512811008,126501228,"No me sorprende que 2ne1 se haya separado, man. Pero aún así me dio en el cora bc es un grupo legendario y empecé mi era kpop con ellas",Fri Nov 25 14:20:56 +0000 2016,es,N
91,801641363934769152,56401837,@jtorrespadilla fui una buena novia,Thu Nov 24 04:19:29 +0000 2016,es,P
93,810856945603186688,3259411072,Que lleguen a hacerte una entrevista la prensa local y yo muerta de sueñito y sin ganas de nada! Ptm.,Mon Dec 19 14:38:55 +0000 2016,es,N
94,811366570282938368,10637792,"Nos falta tanto a los peruanos, se nota que nunca tuvimos una gran emergencia, que ni evacuar sabemos eso tarde o temprano pasa factura",Wed Dec 21 00:23:59 +0000 2016,es,N
98,809598807432433665,599653674,Sigamos siendo felices felices felices,Fri Dec 16 03:19:31 +0000 2016,es,P
99,808450635045683201,1034050694,Que buen inicio de semana,Mon Dec 12 23:17:06 +0000 2016,es,P
100,808478536424165376,4173492797,malditos ejercicios que colera agggggg,Tue Dec 13 01:07:58 +0000 2016,es,N
104,812103886089678848,211747584,En comentarios: - Que linda. - Graciaaas. ¡¡Te extraño!! Tenemos que vernos de todas. Por FBC - ¡Hola! - *Visto a las...*,Fri Dec 23 01:13:49 +0000 2016,es,P
105,808850989734313984,12341652,PPK hizo una mención especial a todos los jóvenes que marcharon anoche. La lucha no fue en vano. #MensajeALaNación #LaEducaciónSeRespeta,Wed Dec 14 01:47:58 +0000 2016,es,P
112,812382876851404800,1226344460,Yo los vis hace dos días. Todos los perritos lucían tristes y en pésimas condiciones Qué bueno los hayan rescat…,Fri Dec 23 19:42:25 +0000 2016,es,N
113,812437391604584448,111177540,@californiaLA70s igual ese proyecto de ley no va a progresar así que anda ve a llorar al río pobre moralista y triste animal jajaja!,Fri Dec 23 23:19:03 +0000 2016,es,N
114,812531717416386560,29059875,"Te amo demasiado!!! Por tu sensualidad , inocencia y belleza...porque pareces tonta pero sé que no lo eres y xq eres joven @ArianaGrande",Sat Dec 24 05:33:52 +0000 2016,es,P
116,812850279578275840,128729635,"No pues, qué chévere a ver si le pasa lo mismo al próximo practicante. Prácticas + Tesis + curso extra.",Sun Dec 25 02:39:43 +0000 2016,es,P
117,812852370900033537,2368462700,Un poquito de personalidad por favor jajajaja que ahora pongo algo y ya es por mi amada llena de ego,Sun Dec 25 02:48:01 +0000 2016,es,N
122,814169579786240004,19729967,@RicardoMoran @larepublica_pe me hace muy feliz,Wed Dec 28 18:02:09 +0000 2016,es,P
128,809992014301429760,56914588,"Al parecer tu casita no es tan ""ita""...iSe ve divina chinita @KarenSchwarz! Que felicidad por uds. - seguro Dormy tb está re feliz",Sat Dec 17 05:21:59 +0000 2016,es,P
130,810121220800716800,3301423947,"@chikidelf me fascinas , me provocas , me arrechas !!!! Quiero conocerte y cogerte como nunca e cogido a nadie",Sat Dec 17 13:55:25 +0000 2016,es,P
132,813418761667612672,129093075,Lindo día con sol. #Chimbote #FelizLunes,Mon Dec 26 16:18:40 +0000 2016,es,P
133,813213621652193280,3362845965,"Mar Negro q se haya caído un avión lleno de músicos, médicos q enviaron para alegrar a la gente en Siria me deja +segura q no existe dios",Mon Dec 26 02:43:30 +0000 2016,es,N
134,813381967458791424,160162379,Gente que tiene las posibilidades de ayudar y no lo hacen por tacaños. Espero que algún día se les regrese,Mon Dec 26 13:52:27 +0000 2016,es,N
135,813051057479749632,367452499,"Sin duda, esta fue una noche buena, maravillosa. Compañía, comida y bebida, perfectas. Amo a mi familia.",Sun Dec 25 15:57:32 +0000 2016,es,P
136,812694071961452544,802161709377060864,Por que existe gente bruta !!! Que cuando ven con zapatillas nuevas te las pisan !! Que les pasa? Son dementes ? Peor cuando son blancas,Sat Dec 24 16:19:00 +0000 2016,es,N
140,811286287370059778,139160979,"Llamar a tu casa apurada , y que se despidan de tí , diciendo .. te quiero mucho , gordita ... Eso soluciona todo! Todo",Tue Dec 20 19:04:58 +0000 2016,es,P
141,811302584858411009,64450092,@PJimr yo ya pasé todos los gratuitos también. es una maravilla. no he pagado nada. la desconexión forzosa de fin de año creo lo evitará,Tue Dec 20 20:09:44 +0000 2016,es,P
142,811220709137596416,123634433,"#HolaATodos @rafaelcardozotv Necio!!!!!! Abre tu cerebro porfavor!!! No es la palabra, es el contexto",Tue Dec 20 14:44:23 +0000 2016,es,N
